id	speed	direction	ramp	freeway	datetime
503	59.427097	North	Los Angeles Street	101	2014-04-25 14:03:59.0
504	20.40955	East	Imperial Highway west	105	2014-04-25 14:03:59.0
505	37.65224	West	Long Beach Boulevard	105	2014-04-25 14:03:59.0
506	57.202225	North	Vineland Avenue	101	2014-04-25 14:03:59.0
507	30.03344	North	Van Nuys Boulevard	101	2014-04-25 14:03:59.0
508	54.644222	South	SR 90 west (Marina Freeway)   Marina del Rey	405	2014-04-25 14:03:59.0
509	49.611736	West	State Street	10	2014-04-25 14:03:59.0
510	60.55831	North	White Oak Avenue	101	2014-04-25 14:03:59.0
511	37.37111	South	Mulholland Drive, Skirball Center Drive	405	2014-04-25 14:03:59.0
512	33.881935	North	Winnetka Avenue Woodland Hills	101	2014-04-25 14:03:59.0
513	61.06285	West	Arlington Avenue	10	2014-04-25 14:03:59.0
514	68.50621	South	I-10 (Santa Monica Freeway)   Santa Monica, Los Angeles	405	2014-04-25 14:03:59.0
515	46.59197	South	I-405 (San Diego Freeway) Santa Monica, Sacramento	101	2014-04-25 14:03:59.0
516	43.622753	West	Nash Street LAX Airport	105	2014-04-25 14:03:59.0
517	56.545242	South	I-405 (San Diego Freeway) Santa Monica, Sacramento	101	2014-04-25 14:03:59.0
518	36.778133	West	Western Avenue, Normandie Avenue	10	2014-04-25 14:03:59.0
519	55.072826	East	La Cienega Boulevard, Venice Boulevard (SR 187 west)	10	2014-04-25 14:03:59.0
520	73.09542	South	First Street	101	2014-04-25 14:03:59.0
521	60.285187	South	Alameda Street Union Station	101	2014-04-25 14:03:59.0
522	65.02618	North	US 101 (Ventura Freeway)   Ventura, Los Angeles	405	2014-04-25 14:03:59.0
523	29.471334	South	Broadway	101	2014-04-25 14:03:59.0
524	35.477093	North	Broadway	101	2014-04-25 14:03:59.0
525	62.55032	North	Balboa Boulevard Encino	101	2014-04-25 14:03:59.0
526	39.085945	East	Alameda Street	10	2014-04-25 14:03:59.0
527	72.12292	South	I-10 (Santa Monica Freeway)   Santa Monica, Los Angeles	405	2014-04-25 14:03:59.0
528	26.230148	North	Burbank Boulevard	405	2014-04-25 14:03:59.0
529	21.973433	North	SR 2 west (Santa Monica Boulevard) / Western Avenue	101	2014-04-25 14:03:59.0
530	54.543777	North	Fallbrook Avenue	101	2014-04-25 14:03:59.0
531	69.7882	North	SR 170 north (Hollywood Freeway) Sacramento	101	2014-04-25 14:03:59.0
532	31.368776	South	Broadway	101	2014-04-25 14:03:59.0
533	21.948896	South	Victory Boulevard   Van Nuys	405	2014-04-25 14:03:59.0
534	21.507656	East	Central Avenue	10	2014-04-25 14:03:59.0
535	38.15466	North	Sepulveda Boulevard	101	2014-04-25 14:03:59.0
536	33.149982	South	SR 2 (Santa Monica Boulevard)	405	2014-04-25 14:03:59.0
537	75.0	West	National Boulevard, Overland Avenue	10	2014-04-25 14:03:59.0
538	72.46811	South	SR 27 (Topanga Canyon Boulevard) / Ventura Boulevard	101	2014-04-25 14:03:59.0
539	69.61016	West	Hoxie Avenue Norwalk Metro Station	105	2014-04-25 14:03:59.0
540	55.7182	West	La Cienega Boulevard, Venice Boulevard (SR 187 west)	10	2014-04-25 14:03:59.0
541	64.586525	South	SR 134 east (Ventura Freeway) Pasadena	101	2014-04-25 14:03:59.0
542	63.929497	South	Grand Avenue, Temple Street	101	2014-04-25 14:03:59.0
543	43.62456	North	National Boulevard	405	2014-04-25 14:03:59.0
544	57.006462	North	Balboa Boulevard Encino	101	2014-04-25 14:03:59.0
545	28.919777	South	Van Nuys Boulevard	101	2014-04-25 14:03:59.0
546	44.549007	East	Long Beach Boulevard	105	2014-04-25 14:03:59.0
547	28.30558	South	Mission Road	101	2014-04-25 14:03:59.0
548	75.0	West	Eastern Avenue	10	2014-04-25 14:03:59.0
549	74.90568	North	Vine Street	101	2014-04-25 14:03:59.0
550	67.11639	West	La Cienega Boulevard, Aviation Boulevard	105	2014-04-25 14:03:59.0
551	28.296288	South	I-10 east (San Bernardino Freeway) San Bernardino	101	2014-04-25 14:03:59.0
552	69.45463	South	Vine Street	101	2014-04-25 14:03:59.0
553	57.5683	East	La Brea Avenue	10	2014-04-25 14:03:59.0
554	70.276344	North	Silver Lake Boulevard	101	2014-04-25 14:03:59.0
555	74.27109	North	I-5 north (Golden State Freeway)   Sacramento	405	2014-04-25 14:03:59.0
556	20.0	East	I-605 (San Gabriel River Freeway)	105	2014-04-25 14:03:59.0
557	36.90377	West	SR 1 (Sepulveda Boulevard) / Imperial Highway east LAX Airport	105	2014-04-25 14:03:59.0
558	75.0	South	Reseda Boulevard	101	2014-04-25 14:03:59.0
559	23.119465	West	Mateo Street, Santa Fe Avenue	10	2014-04-25 14:03:59.0
560	20.0	East	Mateo Street, Santa Fe Avenue	10	2014-04-25 14:03:59.0
561	38.80631	South	Manchester Boulevard, La Cienega Boulevard, Florence Avenue	405	2014-04-25 14:03:59.0
562	74.007195	West	Fourth Street	10	2014-04-25 14:03:59.0
563	73.85284	West	Bundy Drive	10	2014-04-25 14:03:59.0
564	51.332733	East	Alameda Street	10	2014-04-25 14:03:59.0
565	69.37787	East	Vermont Avenue	105	2014-04-25 14:03:59.0
566	56.062656	North	Jefferson Boulevard	405	2014-04-25 14:03:59.0
567	21.616997	South	Howard Hughes Parkway, Sepulveda Boulevard	405	2014-04-25 14:03:59.0
568	58.87403	North	Woodman Avenue	101	2014-04-25 14:03:59.0
569	39.207188	West	Fairfax Avenue, Washington Boulevard	10	2014-04-25 14:03:59.0
570	57.062313	South	I-405 (San Diego Freeway) Santa Monica, Sacramento	101	2014-04-25 14:03:59.0
571	44.897316	North	Mulholland Drive, Valley Circle Boulevard	101	2014-04-25 14:03:59.0
572	50.991886	West	I-405 (San Diego Freeway) Santa Monica, Long Beach	105	2014-04-25 14:03:59.0
573	51.309235	North	National Boulevard	405	2014-04-25 14:03:59.0
574	55.817093	East	Bellflower Boulevard	105	2014-04-25 14:03:59.0
575	48.97773	West	La Cienega Boulevard, Venice Boulevard (SR 187 west)	10	2014-04-25 14:03:59.0
576	74.39605	South	Silver Lake Boulevard	101	2014-04-25 14:03:59.0
577	20.0	South	SR 2 west (Santa Monica Boulevard) / Western Avenue	101	2014-04-25 14:03:59.0
578	22.113123	South	Sepulveda Boulevard	101	2014-04-25 14:03:59.0
579	22.131855	East	Crenshaw Boulevard	105	2014-04-25 14:03:59.0
580	42.875343	West	I-405 (San Diego Freeway) Sacramento, LAX Airport, Long Beach	10	2014-04-25 14:03:59.0
581	24.083227	North	Howard Hughes Parkway, Sepulveda Boulevard	405	2014-04-25 14:03:59.0
582	59.447212	South	Fallbrook Avenue	101	2014-04-25 14:03:59.0
583	65.371925	West	La Brea Avenue	10	2014-04-25 14:03:59.0
584	29.030912	West	I-405 (San Diego Freeway) Sacramento, LAX Airport, Long Beach	10	2014-04-25 14:03:59.0
585	23.209509	North	Gower Street	101	2014-04-25 14:03:59.0
586	75.0	South	I-10 (Santa Monica Freeway)   Santa Monica, Los Angeles	405	2014-04-25 14:03:59.0
587	44.96572	North	Devonshire Street   Granada Hills	405	2014-04-25 14:03:59.0
588	51.3597	North	Fallbrook Avenue	101	2014-04-25 14:03:59.0
589	42.367294	West	I-405 (San Diego Freeway) Sacramento, LAX Airport, Long Beach	10	2014-04-25 14:03:59.0
590	41.431892	West	State Street	10	2014-04-25 14:03:59.0
591	26.050308	South	Vignes Street	101	2014-04-25 14:03:59.0
592	59.717716	South	Grand Avenue, Temple Street	101	2014-04-25 14:03:59.0
593	43.788147	West	City Terrace Drive	10	2014-04-25 14:03:59.0
594	66.652664	East	Arlington Avenue	10	2014-04-25 14:03:59.0
595	45.756718	West	La Cienega Boulevard, Venice Boulevard (SR 187 west)	10	2014-04-25 14:03:59.0
596	75.0	West	Hoxie Avenue Norwalk Metro Station	105	2014-04-25 14:03:59.0
597	39.309795	West	I-710 (Long Beach Freeway) Pasadena, Long Beach	105	2014-04-25 14:03:59.0
598	24.80293	North	Rampart Boulevard, Benton Way	101	2014-04-25 14:03:59.0
599	67.197105	North	Ventura Boulevard, Sepulveda Boulevard, Valley Vista Boulevard	405	2014-04-25 14:03:59.0
600	29.941963	East	Central Avenue	10	2014-04-25 14:03:59.0
601	71.86134	South	SR 27 (Topanga Canyon Boulevard) / Ventura Boulevard	101	2014-04-25 14:03:59.0
602	75.0	West	Fourth Street	10	2014-04-25 14:03:59.0
603	52.387383	South	Alameda Street Union Station	101	2014-04-25 14:03:59.0
604	26.31296	West	Imperial Highway west	105	2014-04-25 14:03:59.0
605	55.96742	North	Sepulveda Boulevard, Slauson Avenue (SR 90 east)	405	2014-04-25 14:03:59.0
606	32.94162	North	Manchester Boulevard, La Cienega Boulevard, Florence Avenue	405	2014-04-25 14:03:59.0
607	59.213055	South	Vineland Avenue	101	2014-04-25 14:03:59.0
608	61.318302	West	Bundy Drive	10	2014-04-25 14:03:59.0
609	33.56613	South	Cahuenga Boulevard Hollywood Bowl	101	2014-04-25 14:03:59.0
610	65.45038	North	Highland Avenue (SR 170 south) Hollywood Bowl	101	2014-04-25 14:03:59.0
611	32.735653	North	Fourth Street	101	2014-04-25 14:03:59.0
612	72.753494	East	Paramount Boulevard	105	2014-04-25 14:03:59.0
613	27.904749	East	SR 19 (Lakewood Boulevard)	105	2014-04-25 14:03:59.0
614	62.702843	North	Moraga Drive	405	2014-04-25 14:03:59.0
615	50.583405	North	Los Angeles Street	101	2014-04-25 14:03:59.0
616	66.4869	West	Fourth Street	10	2014-04-25 14:03:59.0
617	63.535183	East	Eastern Avenue	10	2014-04-25 14:03:59.0
618	75.0	North	I-5 north (Golden State Freeway)   Sacramento	405	2014-04-25 14:03:59.0
619	36.688423	North	National Boulevard	405	2014-04-25 14:03:59.0
620	20.0	North	Sepulveda Boulevard	101	2014-04-25 14:03:59.0
621	56.490356	North	Hayvenhurst Avenue	101	2014-04-25 14:03:59.0
622	47.18781	East	Alameda Street	10	2014-04-25 14:03:59.0
623	72.55357	West	Crenshaw Boulevard	10	2014-04-25 14:03:59.0
624	62.10852	East	I-405 (San Diego Freeway) Santa Monica, Long Beach	105	2014-04-25 14:03:59.0
625	44.89436	West	Bellflower Boulevard	105	2014-04-25 14:03:59.0
626	39.00036	East	Central Avenue	105	2014-04-25 14:03:59.0
627	43.15452	South	SR 118 (Ronald Reagan Freeway)   Simi Valley	405	2014-04-25 14:03:59.0
628	56.712807	North	Woodman Avenue	101	2014-04-25 14:03:59.0
629	24.986889	South	I-10 east (San Bernardino Freeway) San Bernardino	101	2014-04-25 14:03:59.0
630	22.617508	North	Tujunga Avenue	101	2014-04-25 14:03:59.0
631	75.0	South	I-10 (Santa Monica Freeway)   Santa Monica, Los Angeles	405	2014-04-25 14:03:59.0
632	35.939323	North	Mulholland Drive, Valley Circle Boulevard	101	2014-04-25 14:04:00.0
633	30.184166	East	Hoover Street, Vermont Avenue	10	2014-04-25 14:04:00.0
634	48.523403	South	Euclid Avenue	101	2014-04-25 14:04:00.0
635	75.0	South	First Street	101	2014-04-25 14:04:00.0
636	28.253012	South	Nordhoff Street	405	2014-04-25 14:04:00.0
637	75.0	South	Rinaldi Street   Mission Hills	405	2014-04-25 14:04:00.0
638	70.93209	South	Universal Studios Boulevard	101	2014-04-25 14:04:00.0
639	55.04552	West	I-110 (Harbor Freeway) Los Angeles, San Pedro	105	2014-04-25 14:04:00.0
640	61.420918	West	Paramount Boulevard	105	2014-04-25 14:04:00.0
641	71.325455	North	Silver Lake Boulevard	101	2014-04-25 14:04:00.0
642	54.491825	South	Sepulveda Boulevard, Slauson Avenue (SR 90 east)	405	2014-04-25 14:04:00.0
643	67.36178	South	Olympic Boulevard, Pico Boulevard	405	2014-04-25 14:04:00.0
644	71.45656	South	Sherman Way	405	2014-04-25 14:04:00.0
645	60.742577	North	US 101 (Ventura Freeway)   Ventura, Los Angeles	405	2014-04-25 14:04:00.0
646	70.56981	South	Balboa Boulevard Encino	101	2014-04-25 14:04:00.0
647	70.34361	South	Universal Studios Boulevard	101	2014-04-25 14:04:00.0
648	69.95606	North	Reseda Boulevard	101	2014-04-25 14:04:00.0
649	58.95004	North	Laurel Canyon Boulevard Studio City	101	2014-04-25 14:04:00.0
650	40.6129	South	Mulholland Drive, Skirball Center Drive	405	2014-04-25 14:04:00.0
651	45.968975	South	Cahuenga Boulevard Hollywood Bowl	101	2014-04-25 14:04:00.0
652	63.228615	North	I-5 south (Santa Ana Freeway) Santa Ana	101	2014-04-25 14:04:00.0
653	62.586895	South	Moraga Drive	405	2014-04-25 14:04:00.0
654	53.166157	North	Los Angeles Street	101	2014-04-25 14:04:00.0
655	30.468292	South	Tujunga Avenue	101	2014-04-25 14:04:00.0
656	49.71779	East	La Cienega Boulevard, Venice Boulevard (SR 187 west)	10	2014-04-25 14:04:00.0
657	62.882946	East	Fourth Street	10	2014-04-25 14:04:00.0
658	57.47063	North	Olympic Boulevard, Pico Boulevard	405	2014-04-25 14:04:00.0
659	46.18905	West	Hawthorne Boulevard	105	2014-04-25 14:04:00.0
660	29.368895	North	I-10 east (San Bernardino Freeway) San Bernardino	101	2014-04-25 14:04:00.0
661	20.357767	West	I-110 south (Harbor Freeway) / SR 110 north (Harbor Freeway) / Pico Boulevard San Pedro, Pasadena, Downtown Los Angeles	10	2014-04-25 14:04:00.0
662	60.94562	West	Bundy Drive	10	2014-04-25 14:04:00.0
663	70.21502	North	SR 27 (Topanga Canyon Boulevard) / Ventura Boulevard	101	2014-04-25 14:04:00.0
664	30.60471	East	Central Avenue	105	2014-04-25 14:04:00.0
665	24.275534	South	Victory Boulevard   Van Nuys	405	2014-04-25 14:04:00.0
666	75.0	South	Silver Lake Boulevard	101	2014-04-25 14:04:00.0
667	33.089546	East	Alameda Street	10	2014-04-25 14:04:00.0
668	30.06091	South	Nordhoff Street	405	2014-04-25 14:04:00.0
669	41.108116	South	Glendale Boulevard, Echo Park Avenue, Union Avenue, Belmont Avenue	101	2014-04-25 14:04:00.0
670	21.546988	West	Imperial Highway west	105	2014-04-25 14:04:00.0
671	57.53221	South	Euclid Avenue	101	2014-04-25 14:04:00.0
672	55.2845	South	Cahuenga Boulevard Hollywood Bowl	101	2014-04-25 14:04:00.0
673	51.863514	East	La Cienega Boulevard, Aviation Boulevard	105	2014-04-25 14:04:00.0
674	66.808174	West	Bundy Drive	10	2014-04-25 14:04:00.0
675	70.453606	North	SR 60 east (Pomona Freeway) / Soto Street Pomona	101	2014-04-25 14:04:00.0
676	75.0	North	Universal Studios Boulevard	101	2014-04-25 14:04:00.0
677	52.242462	North	Los Angeles Street	101	2014-04-25 14:04:00.0
678	40.30198	North	Cahuenga Boulevard Hollywood Bowl	101	2014-04-25 14:04:00.0
679	44.7118	South	Ventura Boulevard	101	2014-04-25 14:04:00.0
680	33.334175	West	I-605 (San Gabriel River Freeway)	105	2014-04-25 14:04:00.0
681	75.0	North	Reseda Boulevard	101	2014-04-25 14:04:00.0
682	55.887615	South	White Oak Avenue	101	2014-04-25 14:04:00.0
683	25.057617	East	Crenshaw Boulevard	105	2014-04-25 14:04:00.0
684	58.029686	West	4th Street, 5th Street	10	2014-04-25 14:04:00.0
685	66.53667	North	La Tijera Boulevard	405	2014-04-25 14:04:00.0
686	22.772799	East	Crenshaw Boulevard	105	2014-04-25 14:04:00.0
687	20.0	North	Van Nuys Boulevard	101	2014-04-25 14:04:00.0
688	20.0	North	Burbank Boulevard	405	2014-04-25 14:04:00.0
689	64.88198	West	Paramount Boulevard	105	2014-04-25 14:04:00.0
690	23.129765	West	Hoover Street	10	2014-04-25 14:04:00.0
691	24.44302	South	Sepulveda Boulevard	101	2014-04-25 14:04:00.0
692	72.28267	South	SR 170 north (Hollywood Freeway) Sacramento	101	2014-04-25 14:04:00.0
693	57.65046	West	Fairfax Avenue, Washington Boulevard	10	2014-04-25 14:04:00.0
694	51.778362	South	Cahuenga Boulevard Hollywood Bowl	101	2014-04-25 14:04:00.0
695	50.438503	South	Cesar Chavez Avenue	101	2014-04-25 14:04:00.0
696	27.341976	East	Central Avenue	105	2014-04-25 14:04:00.0
697	74.206985	East	Hoxie Avenue Norwalk Metro Station	105	2014-04-25 14:04:00.0
698	40.10327	North	Devonshire Street   Granada Hills	405	2014-04-25 14:04:00.0
699	21.649223	North	Melrose Avenue, Normandie Avenue	101	2014-04-25 14:04:00.0
700	65.58495	North	Olympic Boulevard, Pico Boulevard	405	2014-04-25 14:04:00.0
701	50.485767	West	Long Beach Boulevard	105	2014-04-25 14:04:00.0
702	75.0	East	Garfield Avenue	105	2014-04-25 14:04:00.0
703	37.03183	West	I-405 (San Diego Freeway) Sacramento, LAX Airport, Long Beach	10	2014-04-25 14:04:00.0
704	57.750816	West	I-405 (San Diego Freeway) Santa Monica, Long Beach	105	2014-04-25 14:04:00.0
705	55.44016	West	4th Street, 5th Street	10	2014-04-25 14:04:00.0
706	28.82101	West	I-110 south (Harbor Freeway) / SR 110 north (Harbor Freeway) / Pico Boulevard San Pedro, Pasadena, Downtown Los Angeles	10	2014-04-25 14:04:00.0
707	20.0	East	I-605 (San Gabriel River Freeway)	105	2014-04-25 14:04:00.0
708	63.49424	West	Cesar Chavez Avenue	10	2014-04-25 14:04:00.0
709	28.476818	West	Grand Avenue	10	2014-04-25 14:04:00.0
710	28.717407	West	Western Avenue, Normandie Avenue	10	2014-04-25 14:04:00.0
711	30.920872	North	Winnetka Avenue Woodland Hills	101	2014-04-25 14:04:00.0
712	50.03324	North	Sepulveda Boulevard, Slauson Avenue (SR 90 east)	405	2014-04-25 14:04:00.0
713	39.29651	South	Woodlake Avenue	101	2014-04-25 14:04:00.0
714	33.672672	North	Howard Hughes Parkway, Sepulveda Boulevard	405	2014-04-25 14:04:00.0
715	75.0	North	Shoup Avenue	101	2014-04-25 14:04:00.0
716	68.551704	North	SR 110 north (Pasadena Freeway) / I-110 south (Harbor Freeway) Pasadena, San Pedro	101	2014-04-25 14:04:00.0
717	20.0	North	Culver Boulevard, Washington Boulevard   Culver City	405	2014-04-25 14:04:00.0
718	20.0	North	Vermont Avenue	101	2014-04-25 14:04:00.0
719	20.0	South	Tujunga Avenue	101	2014-04-25 14:04:00.0
720	75.0	South	SR 27 (Topanga Canyon Boulevard) / Ventura Boulevard	101	2014-04-25 14:04:00.0
721	51.213947	East	Long Beach Boulevard	105	2014-04-25 14:04:00.0
722	48.151367	South	White Oak Avenue	101	2014-04-25 14:04:00.0
723	36.466885	East	I-5 north (Golden State Freeway) Sacramento	10	2014-04-25 14:04:00.0
724	64.72612	East	Bundy Drive	10	2014-04-25 14:04:00.0
725	25.07957	East	SR 1 (Sepulveda Boulevard) / Imperial Highway east LAX Airport	105	2014-04-25 14:04:00.0
726	28.411358	South	Rampart Boulevard, Benton Way	101	2014-04-25 14:04:00.0
727	42.005558	West	Robertson Boulevard Culver City	10	2014-04-25 14:04:00.0
728	61.223213	North	Moraga Drive	405	2014-04-25 14:04:00.0
729	42.866108	North	Barham Boulevard Burbank	101	2014-04-25 14:04:00.0
730	69.6844	East	Cesar Chavez Avenue	10	2014-04-25 14:04:00.0
731	52.50252	South	Fallbrook Avenue	101	2014-04-25 14:04:00.0
732	41.961655	North	Barham Boulevard Burbank	101	2014-04-25 14:04:00.0
733	58.14081	North	I-5 south (Santa Ana Freeway) Santa Ana	101	2014-04-25 14:04:00.0
734	50.182796	South	Wilshire Boulevard	405	2014-04-25 14:04:00.0
735	55.56886	West	Wilmington Avenue	105	2014-04-25 14:04:00.0
736	20.0	South	Victory Boulevard   Van Nuys	405	2014-04-25 14:04:00.0
737	47.75196	North	SR 2 (Santa Monica Boulevard)	405	2014-04-25 14:04:00.0
738	66.0647	North	Balboa Boulevard Encino	101	2014-04-25 14:04:00.0
739	44.290966	South	De Soto Avenue, Serrania Avenue	101	2014-04-25 14:04:00.0
740	54.851288	South	Laurel Canyon Boulevard Studio City	101	2014-04-25 14:04:00.0
741	74.22059	West	Garfield Avenue	105	2014-04-25 14:04:00.0
742	20.09838	South	Howard Hughes Parkway, Sepulveda Boulevard	405	2014-04-25 14:04:00.0
743	31.362648	North	Vermont Avenue	101	2014-04-25 14:04:00.0
744	56.61293	North	Canoga Avenue	101	2014-04-25 14:04:00.0
745	68.871796	North	Highland Avenue (SR 170 south) Hollywood Bowl	101	2014-04-25 14:04:00.0
746	25.621443	North	Howard Hughes Parkway, Sepulveda Boulevard	405	2014-04-25 14:04:00.0
747	58.891468	West	Fairfax Avenue, Washington Boulevard	10	2014-04-25 14:04:00.0
748	51.164444	West	Long Beach Boulevard	105	2014-04-25 14:04:00.0
749	73.10316	North	Moraga Drive	405	2014-04-25 14:04:00.0
750	58.707405	South	Universal Studios Boulevard	101	2014-04-25 14:04:00.0
751	55.46152	East	Soto Street	10	2014-04-25 14:04:00.0
752	56.84182	South	Alameda Street Union Station	101	2014-04-25 14:04:00.0
753	22.988409	North	Gower Street	101	2014-04-25 14:04:00.0
754	42.00974	West	State Street	10	2014-04-25 14:04:00.0
755	56.611774	South	Cesar Chavez Avenue	101	2014-04-25 14:04:00.0
756	49.453503	East	San Pedro Street	10	2014-04-25 14:04:00.0
757	48.12338	East	Prairie Avenue	105	2014-04-25 14:04:00.0
758	21.410982	South	Howard Hughes Parkway, Sepulveda Boulevard	405	2014-04-25 14:04:00.0
759	63.894314	South	SR 134 east (Ventura Freeway) Pasadena	101	2014-04-25 14:04:00.0
760	66.407135	South	Olympic Boulevard, Pico Boulevard	405	2014-04-25 14:04:00.0
761	64.889885	East	Garfield Avenue	105	2014-04-25 14:04:00.0
762	35.672077	South	Mulholland Drive, Skirball Center Drive	405	2014-04-25 14:04:00.0
763	60.606987	West	SR 1 south (Lincoln Boulevard) to SR 2 east	10	2014-04-25 14:04:00.0
764	49.253033	South	Jefferson Boulevard	405	2014-04-25 14:04:00.0
765	68.991684	South	SR 110 north (Pasadena Freeway) / I-110 south (Harbor Freeway) Pasadena, San Pedro	101	2014-04-25 14:04:00.0
766	20.0	North	Van Nuys Boulevard	101	2014-04-25 14:04:00.0
767	50.633533	East	Hawthorne Boulevard	105	2014-04-25 14:04:00.0
768	46.861725	South	Montana Avenue	405	2014-04-25 14:04:00.0
769	35.76907	West	Grand Avenue	10	2014-04-25 14:04:00.0
770	73.567764	North	Vine Street	101	2014-04-25 14:04:00.0
771	20.0	South	Vignes Street	101	2014-04-25 14:04:00.0
772	70.2308	North	I-10 (Santa Monica Freeway)   Santa Monica, Los Angeles	405	2014-04-25 14:04:00.0
773	32.86886	East	I-5 south (Santa Ana Freeway) / SR 60 east (Pomona Freeway) Santa Ana, Pomona	10	2014-04-25 14:04:00.0
774	48.89308	West	Fairfax Avenue, Washington Boulevard	10	2014-04-25 14:04:00.0
775	20.0	West	I-5 north (Golden State Freeway) Sacramento	10	2014-04-25 14:04:00.0
776	52.884224	West	San Pedro Street	10	2014-04-25 14:04:00.0
777	20.648731	West	Crenshaw Boulevard	105	2014-04-25 14:04:00.0
778	49.820354	East	National Boulevard	10	2014-04-25 14:04:00.0
779	63.37822	North	Venice Boulevard (SR 187), Washington Boulevard	405	2014-04-25 14:04:00.0
780	25.315702	East	SR 1 (Sepulveda Boulevard) / Imperial Highway east LAX Airport	105	2014-04-25 14:04:00.0
781	58.152653	West	La Cienega Boulevard, Venice Boulevard (SR 187 west)	10	2014-04-25 14:04:00.0
782	63.369312	West	Fourth Street	10	2014-04-25 14:04:00.0
783	46.769768	East	Bellflower Boulevard	105	2014-04-25 14:04:00.0
784	20.847565	North	Rampart Boulevard, Benton Way	101	2014-04-25 14:04:00.0
785	75.0	North	Haskell Avenue	101	2014-04-25 14:04:00.0
786	75.0	South	SR 27 (Topanga Canyon Boulevard) / Ventura Boulevard	101	2014-04-25 14:04:00.0
787	48.772373	West	Prairie Avenue	105	2014-04-25 14:04:00.0
788	53.35344	North	SR 118 (Ronald Reagan Freeway)   Simi Valley	405	2014-04-25 14:04:00.0
789	40.46429	West	I-710 (Long Beach Freeway) Pasadena, Long Beach	105	2014-04-25 14:04:00.0
790	40.430626	East	Alameda Street	10	2014-04-25 14:04:00.0
791	20.0	West	Imperial Highway west	105	2014-04-25 14:04:00.0
792	58.473175	South	Hollywood Boulevard	101	2014-04-25 14:04:00.0
793	42.8361	East	I-405 (San Diego Freeway) Sacramento, LAX Airport, Long Beach	10	2014-04-25 14:04:00.0
794	56.347218	South	Spring Street	101	2014-04-25 14:04:00.0
795	70.47312	South	Rinaldi Street   Mission Hills	405	2014-04-25 14:04:00.0
796	37.71148	West	State Street	10	2014-04-25 14:04:00.0
797	65.890625	West	La Cienega Boulevard, Aviation Boulevard	105	2014-04-25 14:04:00.0
798	22.462112	South	Melrose Avenue, Normandie Avenue	101	2014-04-25 14:04:00.0
799	68.679695	North	Olympic Boulevard, Pico Boulevard	405	2014-04-25 14:04:00.0
800	41.325504	West	Fairfax Avenue, Washington Boulevard	10	2014-04-25 14:04:00.0
801	30.38849	West	Central Avenue	105	2014-04-25 14:04:00.0
802	41.799397	East	Maple Avenue	10	2014-04-25 14:04:00.0
803	43.95613	East	Robertson Boulevard Culver City	10	2014-04-25 14:04:00.0
804	75.0	North	Sunset Boulevard	101	2014-04-25 14:04:00.0
805	41.72411	North	Roscoe Boulevard   Panorama City	405	2014-04-25 14:04:00.0
806	62.683083	South	SR 170 north (Hollywood Freeway) Sacramento	101	2014-04-25 14:04:00.0
807	71.052246	West	National Boulevard, Overland Avenue	10	2014-04-25 14:04:00.0
808	35.479134	West	Central Avenue	10	2014-04-25 14:04:00.0
809	29.096478	North	Winnetka Avenue Woodland Hills	101	2014-04-25 14:04:00.0
810	31.006313	West	Maple Avenue	10	2014-04-25 14:04:00.0
811	27.431417	West	Studebaker Road	105	2014-04-25 14:04:00.0
812	29.43172	East	Western Avenue, Normandie Avenue	10	2014-04-25 14:04:00.0
813	68.52184	East	Crenshaw Boulevard	10	2014-04-25 14:04:00.0
814	60.25731	North	Hayvenhurst Avenue	101	2014-04-25 14:04:00.0
815	50.814648	North	Sepulveda Boulevard, Slauson Avenue (SR 90 east)	405	2014-04-25 14:04:00.0
816	66.66842	North	Vineland Avenue	101	2014-04-25 14:04:00.0
817	60.231415	West	I-405 (San Diego Freeway) Santa Monica, Long Beach	105	2014-04-25 14:04:00.0
818	61.68953	West	Arlington Avenue	10	2014-04-25 14:04:00.0
819	75.0	West	Vermont Avenue	105	2014-04-25 14:04:00.0
820	62.540146	South	Euclid Avenue	101	2014-04-25 14:04:00.0
821	53.135914	West	I-110 (Harbor Freeway) Los Angeles, San Pedro	105	2014-04-25 14:04:00.0
822	54.13461	North	SR 118 (Ronald Reagan Freeway)   Simi Valley	405	2014-04-25 14:04:00.0
823	47.02098	West	Fairfax Avenue, Washington Boulevard	10	2014-04-25 14:04:00.0
824	63.583706	North	Vineland Avenue	101	2014-04-25 14:04:00.0
825	56.159313	East	Fourth Street	10	2014-04-25 14:04:00.0
826	23.148592	West	Centinela Avenue	10	2014-04-25 14:04:00.0
827	60.510693	West	Paramount Boulevard	105	2014-04-25 14:04:00.0
828	55.88671	North	Sunset Boulevard	405	2014-04-25 14:04:00.0
829	46.15005	South	Manchester Boulevard, La Cienega Boulevard, Florence Avenue	405	2014-04-25 14:04:00.0
830	42.33582	South	Barham Boulevard Burbank	101	2014-04-25 14:04:00.0
831	45.403694	North	Sepulveda Boulevard, Slauson Avenue (SR 90 east)	405	2014-04-25 14:04:00.0
832	20.0	North	Howard Hughes Parkway, Sepulveda Boulevard	405	2014-04-25 14:04:00.0
833	42.582253	North	SR 2 (Santa Monica Boulevard)	405	2014-04-25 14:04:00.0
834	60.996048	West	SR 1 south (Lincoln Boulevard) to SR 2 east	10	2014-04-25 14:04:00.0
835	69.151245	West	Eastern Avenue	10	2014-04-25 14:04:00.0
